id;name;main_activity;secondary_activities;genres;region__country;contact_information;website
84;ABC MARKETING AND DISTRIBUTION FZ LLC;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);"Kids & Teens (Animation); Drama / Fiction / Scripted Format (Feature Film, Series, TV Movies)";Middle East (UAE);Building 4 Unit 504  | DubaiStudioCity.502597 | DUBAI | 00971 | UnitedArabEmirates;http://www.abc-mediaent.com/
85;ABC PLUS MEDIA S.A.;Broadcasting platforms (TV Channel); - ;Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, TV Movies);Europe (Romania);Str. Teatrului Nr. 1-2  | ORADEA | 410020 | Romania;http://www.nationaltv.ro/
86;ABOT HAMEIRI; - ; - ; - ;Middle East (Israel);3 Habarzel Street  | TELAVIV | Israel;http://www.ahe.co.il/
87;ABOUT CORPORATE FINANCE LIMITED ;Financing & supports (Consulting company); - ;"Kids & Teens (Animation); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Feature Film, Mobisode / Webisode, Series, Telenovelas / Soap / Sitcom)";Europe (UK);2nd FloorMoray House  | 23-31GreatTitchfieldStreet | LONDON | W1W7PA | UnitedKingdom;http://www.aboutcorpfin.com/
88;ABOUT PREMIUM CONTENT;Content creation / Production / Distribution (Rights Holder / Distributor);Content creation / production / rights holder (Sales Agent);"Kids & Teens (Animation, Live-Action); Docs & Factual (Arts, Music & Culture, Current Affairs, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Drama / Fiction / Scripted Format (Miniseries, Series)";Europe (France);22 Rue Vignon  | PARIS | Ile-de-France | 75009;http://www.aboutpremiumcontent.com/
89;ABS-CBN CORPORATION;Broadcasting platforms (TV Channel);Content creation / production / rights holder (Production company/Content creation);Drama / Fiction / Scripted Format (Feature Film, Telenovelas / Soap / Sitcom, TV Movies);Asia Pacific (Philippines);10th Floor, ELJ Communications Center  | EugenioLopezDrive | QUEZONCITY | 1103 | Philippines;http://internationalsales.abs-cbn.com/
90;ABU DHABI MEDIA;Broadcasting platforms (TV Channel);"Content creation / production / rights holder (Book publisher, Licensing Agent, Production company/Content creation, Rights Holder / Distributor); Technology and Services (Content management)";"Kids & Teens (Animation, Docs for Kids, Kids Interactive); Drama / Fiction / Scripted Format (Series, Short Film, TV Movies); Sports; News; Publishing (Newspaper / mag)";Middle East (UAE);Abu Dhabi Media TV Campus  | BuildingA63 | ABUDHABI | UnitedArabEmirates;http://www.admedia.ae/
91;AC5;Technology and Services (Post Production/Studios); - ;Drama / Fiction / Scripted Format (Feature Film, Series, Telenovelas / Soap / Sitcom, TV Movies);Europe (France);73, rue d'Aguesseau  | BOULOGNEBILLANCOURT | 92100 | France; - 
92;ACADEMY OF JOURNALISM AND COMMUNICATION ;Financing & supports (Schools / Official Organisation / Association);Content creation / production / rights holder (Rights Holder / Distributor);"Kids & Teens (Animation, Docs for Kids, Kids Interactive, Live-Action); Docs & Factual (Current Affairs, Educational, youth oriented, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Miniseries, Mobisode / Webisode, Telenovelas / Soap / Sitcom, TV Movies); News";Asia Pacific (Vietnam);Vien nghien cuu BC&TT, A1  | 36XuanThuy,CauGiay1 | HANOI | 0000 | Vietnam; - 
93;ACAMAR FILMS LTD;Content creation / Production / Distribution (Production company/Content creation.); - ;Kids & Teens (Animation);Europe (UK);2nd Floor  | 12OvalRoad | LONDON | London | NW17DH | UnitedKingdom;http://www.acamarfilms.com/
94;ACCESS INDUSTRIES; - ; - ; - ;Europe (Russia);Uspensky per. 10  | MOSCOW | 127006 | RussianFederation; - 
95;ACE ENTERTAINMENT;Content creation / Production / Distribution (Rights Holder / Distributor); - ;Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, Telenovelas / Soap / Sitcom, TV Movies);Europe (France);27 rue de Galilée  | PARIS | 75016 | France;http://www.ace-entertainment.com/
96;ACEONE MEDIA;Content creation / Production / Distribution (Rights Holder / Distributor); - ;"Docs & Factual (Archive, Arts, Music & Culture, Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Drama / Fiction / Scripted Format (Series)";Asia Pacific (South Korea);Unit 805  | 780GukhaeDaeroYeouido-DongYeongdeungpo-Gu | SEOUL | 150-921 | SouthKorea; - 
97;ACF INVESTMENT BANK;Financing & supports (Film Commission / Fundings); - ;"Kids & Teens (Animation); Docs & Factual (Lifestyle, Nature & Wildlife, Reality / Factual); Non-Scripted Formats (Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Series, TV Movies)";Europe (UK);2nd Floor, Moray House  | 23-31GreatTitchfieldStreet | LONDON | W1W7PA | UnitedKingdom;http://www.acfib.com/
98;ACHERON-OBOL PRODUCTIONS;Content creation / Production / Distribution (Production company/Content creation.); - ;"Docs & Factual (Nature & Wildlife); Drama / Fiction / Scripted Format (Miniseries, Short Film)";North America (USA);P.O. Box 298  | PLYMOUTH | NH | 03264 | UnitedStates; - 
99;ACORN MEDIA ENTERPRISES;Financing & supports (Film Commission / Fundings);"Content creation / production / rights holder (Production company/Content creation, Rights Holder / Distributor); Broadcasting platforms (Online Video Platform/MCN)";Drama / Fiction / Scripted Format (Miniseries, Series, Telenovelas / Soap / Sitcom);Europe (UK);Ground Floor  | 55DruryLane | LONDON | WC2B5SQ | UnitedKingdom;http://www.rljentertainment.com/
100;ACORN TV;Broadcasting platforms (TV Channel); - ;Drama / Fiction / Scripted Format (Series);North America (USA);8515 Georgia Avenue  | Suite650 | SILVERSPRING | MD | 20910 | UnitedStates;http://www.acorn.tv/
101;ACORT INTERNATIONAL;Content creation / Production / Distribution (Rights Holder / Distributor); - ;Drama / Fiction / Scripted Format (Feature Film);North America (USA);6929 N Hayden Rd.  | C4-246 | SCOTTSDALE | AZ | 85250 | UnitedStates;http://www.acortinternational.com/
102;ACT SMART HOUSE SRL ;Broadcasting platforms (TV Channel); - ;Drama / Fiction / Scripted Format (Miniseries, Series, TV Movies);Europe (Romania);Str. Fabrica de Caramida, Nr. 1A, Vila 39, Sector1  | BUCHAREST | 013471 | Romania; - 
103;ACTION TRAINING PRODUCTIONS;Content creation / Production / Distribution (Production company/Content creation.); - ;Drama / Fiction / Scripted Format (Feature Film, Series, TV Movies);Europe (France);6-14 rue Leibniz  | PARIS | Ile-de-France | 75018;http://www.actiontraining-prod.com/
104;ACTIVETV ASIA PTE LTD;Content creation / Production / Distribution (Production company/Content creation.); - ;Non-Scripted Formats (Reality Shows / Scripted Reality);Asia Pacific (Singapore);16A Penhas Road  | SINGAPORE | 208180 | Singapore;http://www.activetv.tv/
1055;FREMANTLEMEDIA NORWAY; - ; - ; - ;Europe (Norway);Oscars Gate 55  | OSLO | 0258 | Norway;http://www.fremantlemedia.com/
105;ACTIVISION BLIZZARD STUDIOS;Content creation / Production / Distribution (Production company/Content creation.); - ;"Kids & Teens (Animation, Kids Interactive, Live-Action); Drama / Fiction / Scripted Format (Feature Film, Series); BrandedEntertainment; Gaming (Console Games, Esport, Online / Mobile Games); Publishing (IPs)";North America (USA);9465 Wilshire Blvd  | Suite500 | BEVERLYHILLS | CA | 90212 | UnitedStates; - 
106;ACUN MEDYA GROUP;Broadcasting platforms (TV Channel);Content creation / production / rights holder (Production company/Content creation);Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show);Europe (Turkey);No:4  | LeventMah.HayatSok.No:41.Levent | ISTANBUL | 34330 | Turkey; - 
107;ADAM & EVE;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Sales Agent);Erotic/Adults;North America (USA);302 Meadowlands Drive  | HILLSBOROUGH | NC | 27278 | UnitedStates;http://www.adamandeve.com/
108;ADEVARUL HOLDING; - ; - ; - ;Europe (Romania);Street Fabrica de Glucoza number 21  | Bucharest | 70000 | Romania;http://www.adevarul.ro/
109;ADIVINA PRODUCCIONES;Content creation / Production / Distribution (Production company/Content creation.);"Technology and Services (Post Production/Studios); Financing & supports (Schools / Official Organisation / Association)";"Docs & Factual (Lifestyle, Reality / Factual, Science & Knowledge); Non-Scripted Formats (Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series)";Europe (Spain);Building  | Sendeiro3ACoruña | OLEIROS | Galicia | 15172 | Spain;http://www.clag.es/nuevaimagen/
110;ADME (CY) LTD;Broadcasting platforms (Social Network/Online publisher); - ;"Kids & Teens (Animation); Docs & Factual (Lifestyle, Science & Knowledge)";Europe (Cyprus);28 October Street  | LIMASSOL | 3107 | Cyprus;http://www.thesoul-publishing.com/
111;ADMINISTRATION OF PRESS, PUBLICATION, RADIO, FILM AND TV; - ; - ; - ;Asia Pacific (China);No.132 East Zhongshan Road  | NANJING | China; - 
112;ADR DISTRIBUTION SRLS;Content creation / Production / Distribution (Licensing Agent);Content creation / production / rights holder (Rights Holder / Distributor, Sales Agent);"Kids & Teens (Animation, Docs for Kids); Docs & Factual (Archive, Arts, Music & Culture, Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine); Drama / Fiction / Scripted Format (Feature Film, Short Film); Erotic/Adults";Europe (Italy);Vai Filippo Bernardini, 23  | ROMA | Lazio | 00165 | Italy;http://www.adr.tv.it/
113;ADRAMA SRL;Content creation / Production / Distribution (Production company/Content creation.); - ;Drama / Fiction / Scripted Format (Feature Film, Series, Short Film);Europe (Italy);Via Caprie 12  | TORINO | 10138 | Italy; - 
114;ADRENALYN MEDIA; - ; - ; - ;Europe (Spain);Libertad 90  | TERRASSA | 08226 | Spain; - 
115;ADS MOVIL SAS;Financing & supports (Advertising / Media Agency and Brands);Content creation / production / rights holder (Sales Agent);"Docs & Factual (Arts, Music & Culture, Lifestyle, Science & Knowledge); Sports; News; BrandedEntertainment";South & Central America (Colombia);Calle 69 #4-64  | BOGOTA | Colombia;http://www.adsmovil.com/
116;ADVANCED TELEVISION; - ; - ; - ;Europe (UK);Vox Studios  | 1-45DurhamStreet | LONDON | SE115JH | UnitedKingdom;http://www.advanced-television.com/
117;ADVANCED-TELEVISION.COM; - ; - ; - ;Europe (UK);37 The Towers  | LowerMortlakeRoad | RICHMOND | TW92JR | UnitedKingdom;http://www.advanced-television.com/
118;ADVISION;Technology and Services (Technology provider/OS);Content creation / production / rights holder (Production company/Content creation);"Docs & Factual (Reality / Factual); Non-Scripted Formats (Reality Shows / Scripted Reality, TV Game Show)";Middle East (Israel);1 University Road  | POBox808 | RAANANA | 43107 | Israel;http://www.openu.ac.il/
119;AEROPLANE PRODUCTIONS;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Licensing Agent);Kids & Teens (Animation);Europe (Russia);20 / 5 Marksistskaya St.  | NARBERTH | 19072 | RussianFederation;http://www.thefixies.com/
120;AETHER ENTERTAINMENT;Content creation / Production / Distribution (Production company/Content creation.);Technology and Services (Post Production/Studios);Kids & Teens (Animation);North America (USA);20663 Lemay St  | WINNETKA | CA | 91306 | UnitedStates;http://www.richdickerson.com/
121;AETIOS PRODUCTIONS;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, Telenovelas / Soap / Sitcom);North America (Canada);C.P. 187, Succursale C  | MONTREAL | QC | H2L4K1 | Canada;http://www.aetiosproductions.com/distribution
122;AFDESI; - ; - ; - ;Europe (France);2 rue Clouet  | PARIS | 75015 | France;http://www.afdesi.org/
123;AFKART ME FZ-LLC;Content creation / Production / Distribution (Rights Holder / Distributor);"Content creation / production / rights holder (Production company/Content creation, Sales Agent); Technology and Services (Post Production/Studios); Financing & supports (Advertising / Media Agency and Brands)";"Kids & Teens (Animation, Docs for Kids, Kids Interactive); Sports; BrandedEntertainment";Middle East (UAE);Shatha Tower, 2107/2108  | DubaiMediaCity502416 | DUBAI | UnitedArabEmirates;http://www.afkart.com/
124;AFL PRODUCTIONS LLC;Content creation / Production / Distribution (Rights Holder / Distributor);Content creation / production / rights holder (Production company/Content creation);"Kids & Teens (Animation); Docs & Factual (Archive, Lifestyle, Nature & Wildlife, Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Feature Film, Series, Short Film, Telenovelas / Soap / Sitcom, TV Movies); Erotic/Adults";North America (USA);1519 - 37th Avenue  | SANFRANCISCO | CA | 94122 | UnitedStates;http://www.aflproductions.com/
125;AFRICAXP;Broadcasting platforms (TV Channel);"Content creation / production / rights holder (Rights Holder / Distributor); Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator, Online Video Platform/MCN)";"Kids & Teens (Animation, Docs for Kids, Kids Interactive); Docs & Factual (Arts, Music & Culture, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series, Short Film, Telenovelas / Soap / Sitcom, TV Movies); Music";Africa (Mauritius);5th Floor  | EbeneEsplanade,24BankStreet,Cybercity,Ebene,Mauritius | EBENE | 0000;http://www.africaxp.com/
1056;FREMANTLEMEDIA POLAND; - ; - ; - ;Europe (Poland);Wolodyjowskiego 63  | WARSZAWA | 02-724 | Poland;http://www.fremantlemedia.com/
126;AFRIKA TOON;Content creation / Production / Distribution (Production company/Content creation.); - ;Kids & Teens (Animation);Africa (Ivory Coast);Résidence Valery App. A22  | Cocody2PlateauxVallons | ABIDJAN | 06Bp462 | Côted'Ivoire;http://www.afrikatoon.com/
127;AFTONBLADET TV ;Broadcasting platforms (Social Network/Online publisher);Content creation / production / rights holder (Production company/Content creation);"Docs & Factual (Current Affairs, Lifestyle); Non-Scripted Formats (Factual Entertainment / Magazine); News; BrandedEntertainment; Publishing (Newspaper / mag)";Europe (Sweden);Västra Järnvägsgatan 21    | STOCKHOLM | 10518 | Sweden;http://www.aftonbladet.se/
